"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00385858","1940","32.95","-81.03333","24.1","MILEY, SC US","1187.3","","1187.3","6","104","6","67","6","","","0","6","0","6","45","6","0","6","258","6","83","6","-10.0","6,0129,+","","","0","T,6,0125,+","212.3",",6,0812,","39.4","6,0724,","-0.6","6,1109","-4.4","6,1116","-4.4","6,1116","","","0.0","6,0413","-2.2","6,0226","-6.1","6,0204","-7.2","6,0203","-10.0","6,0129","1434.8","","1434.8","6","1238.8",",6","0","T,6","17.97","6","24.87","6","11.06","6"
"USC00385858","1941","32.95","-81.03333","24.1","MILEY, SC US","","","","","74","6","55","6","","","0","6","0","6","50","6","","","","","","","-6.1","6,0302,","","","0",",6,1231,+","124.5",",6,0627,","","","-1.1","6,1109","-2.8","6,1112","-4.4","6,1126","","","-2.2","6,0319","-2.2","6,0319","-6.1","6,0302","","","","","","","","","1278.8",",6","0",",6","","","","","12.04","6"
"USC00385858","1942","32.95","-81.03333","24.1","MILEY, SC US","1405.9","","1405.9","6","76","6","60","6","","","","","0","6","36","6","0","6","278","6","108","6","-8.9","6,0111,","","","","","81.3",",6,0610,","38.9","6,0802,+","-2.8","6,1112","-2.8","6,1112","-5.0","6,1128","-6.7","6,1214","-1.1","6,0301","-2.2","6,0228","-5.0","6,0204","-8.9","6,0111","-8.9","6,0111","1075.1","","1075.1","6","1033.2",",6","","","19.17","6","26.48","6","11.86","6"
"USC00385858","1943","32.95","-81.03333","24.1","MILEY, SC US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","910.1","","910.1","","","","","","","","","","",""
"USC00385858","1944","32.95","-81.03333","24.1","MILEY, SC US","","","","","81","6","62","6","","","","","","","","","","","","","","","","","","","","","139.7",",6,1020,","","","","","","","","","","","","","","","","","","","","","","","","","1193.7",",6","","","","","","","",""
"USC00385858","1945","32.95","-81.03333","24.1","MILEY, SC US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1084.0","","1084.0","6","","","","","","","","","",""
"USC00385858","1946","32.95","-81.03333","24.1","MILEY, SC US","","","","","","","","","","","0","6","","","","","","","","","","","","","","","0",",6,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",",6","","","","","",""
"USC00385858","1947","32.95","-81.03333","24.1","MILEY, SC US","1244.5","","1244.5","6","92","6","82","6","","","","","0","6","44","6","0","6","247","6","92","6","-8.9","6,0211,","","","","","151.1",",6,0813,","38.3","6,0610,","-1.7","6,1127","-4.4","6,1202","-4.4","6,1202","","","-1.7","6,0327","-2.2","6,0310","-5.6","6,0303","-8.9","6,0211","-8.9","6,0211","","","","","1608.7",",6","","","18.26","6","25.12","6","11.39","6"
"USC00385858","1948","32.95","-81.03333","24.1","MILEY, SC US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1108.7","","1108.7","","","","","","","","","","",""
"USC00385858","1949","32.95","-81.03333","24.1","MILEY, SC US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",",0","","","","","",""
