"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00459090","1894","48.85","-122.6","15.2","WEST FERNDALE, WA US","","","","","147","6","115","6","","","","","","","","","","","","","47.5",",6,1003,","","","","","","","","","","","","","","","","","","","","","3573.0","","3573.0","6","1283.8",",6","","","","","",""
"USC00459090","1895","48.85","-122.6","15.2","WEST FERNDALE, WA US","21.4","","21.4","6","110","6","79","6","0","6","70","6","5","6","87","6","2","6","-7.8","6,1217,","41.1",",6,1129,","32.2","6,0710,+","-0.6","6,0921","-4.4","6,1104","-4.4","6,1104","-7.8","6,1217","","","0.0","6,0323","-6.7","6,0314","-6.7","6,0314","-6.7","6,0314","","","","","788.0",",6","9.79","6","15.24","6","4.34","6"
"USC00459090","1896","48.85","-122.6","15.2","WEST FERNDALE, WA US","66.0","","66.0","6","121","6","102","6","0","6","59","6","16","6","95","6","2","6","-11.7","6,1127,","59.9",",6,1111,","35.0","6,0626,","-1.1","6,0928","-6.1","6,1117","-6.1","6,1117","-7.2","6,1118","-11.1","6,1126","-1.1","6,0417","-3.9","6,0304","-8.3","6,0302","-8.3","6,0302","3081.8","","3081.8","6","1240.2",",6","10.25","6","15.24","6","5.26","6"
