"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013996","1947","39.0725","-95.6261","267.0","TOPEKA ASOS, KS US","","","1007.8","","1007.8","X","101","X","58","X","21","","5","X","3","X","114","X","29","X","171","X","66","X","-26.1","X,0104,","152",",X,0102,","173",",X,0102,","89.4",",X,0814,","43.3","X,0903,+","0.0","X,1107","-5.0","X,1111","-5.0","X,1111","-6.7","X,1124","-8.9","X,1213","0.0","X,0416","-2.8","X,0327","-5.6","X,0316","-11.7","X,0303","-11.7","X,0303","","","","","966.6",",X","","","716",",X","13.19","X","18.90","X","7.48","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013996","1948","39.0725","-95.6261","267.0","TOPEKA ASOS, KS US","","","759.3","","759.3","0","97","0","53","0","34","","9","0","11","0","130","0","41","0","196","0","49","0","-23.9","0,0128,","178",",0,0101,","112",",0,1223,","52.6",",0,0810,","38.3","0,0822,","-2.8","0,1017","-2.8","0,1017","-4.4","0,1018","-7.2","0,1122","-11.7","0,1209","0.0","X,0402","-3.3","X,0401","-5.0","X,0328","-10.0","X,0313","-10.0","X,0313","2929.9","","2929.9","0","781.4",",0","","","647",",0","12.11","0","18.72","0","5.50","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013996","1949","39.0725","-95.6261","267.0","TOPEKA ASOS, KS US","","","733.2","","733.2","0","107","0","62","0","39","","7","0","4","0","124","0","33","0","191","0","39","0","-21.1","0,0120,","127",",0,0122,+","137",",0,0118,","113.8",",0,0818,","38.3","0,0720,","-0.6","0,1025","-3.9","0,1031","-4.4","0,1103","-7.8","0,1211","-10.6","0,1212","-2.8","0,0416","-2.8","0,0416","-6.7","0,0318","-6.7","0,0318","-15.0","0,0315","2991.8","","2991.8","0","1162.0",",0","","","569",",0","12.26","0","18.53","0","5.99","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013996","1950","39.0725","-95.6261","267.0","TOPEKA ASOS, KS US","","","541.5","","541.5","0","94","0","53","0","7","","1","0","3","0","139","0","22","0","187","0","17","0","-20.0","0,1206,","25",",0,0319,+","36",",0,0125,","70.9",",0,0703,","36.1","0,0625,","0.0","0,1103","-4.4","0,1104","-4.4","0,1104","-8.3","0,1110","-12.2","0,1123","-0.6","0,0426","-6.1","0,0414","-6.1","0,0414","-6.7","0,0330","-14.4","0,0313","2858.8","","2858.8","0","988.9",",0","","","177",",0","11.59","0","18.13","0","5.04","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013996","1951","39.0725","-95.6261","267.0","TOPEKA ASOS, KS US","","","620.8","","620.8","0","123","0","79","0","18","","4","0","7","0","130","0","33","0","165","0","28","0","-23.3","0,0202,+","76",",0,1208,","89",",0,1208,","93.7",",0,0712,","39.4","0,0721,","-1.1","0,1031","-2.2","0,1101","-7.2","0,1102","-7.2","0,1102","-9.4","0,1118","-0.6","0,0423","-2.2","0,0416","-6.1","0,0324","-8.9","0,0321","-8.9","0,0321","3041.1","","3041.1","0","1235.5",",0","","","309",",0","11.26","0","17.13","0","5.39","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013996","1952","39.0725","-95.6261","267.0","TOPEKA ASOS, KS US","","","950.7","","950.7","0","85","0","54","0","32","","10","0","0","0","136","0","20","0","183","0","85","0","-16.7","0,0305,+","152",",0,0304,+","150",",0,0303,","30.7",",0,0821,","41.1","0,0727,+","-3.3","0,1006","-3.3","0,1006","-5.0","0,1007","-6.7","0,1029","-9.4","0,1126","-0.6","0,0415","-3.3","0,0410","-5.6","0,0325","-7.8","0,0323","-10.6","0,0306","3015.8","","3015.8","0","542.1",",0","","","622",",0","12.91","0","19.57","0","6.25","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013996","1953","39.0725","-95.6261","267.0","TOPEKA ASOS, KS US","","","981.2","","981.2","0","84","0","53","0","21","","5","0","2","0","120","0","10","0","176","0","81","0","-17.8","0,1223,+","229",",0,0304,","150",",0,0303,","64.8",",0,0903,","41.7","0,0613,","-0.6","0,1029","-5.0","0,1108","-5.0","0,1108","-7.2","0,1216","-8.9","0,1217","-4.4","0,0420","-4.4","0,0420","-4.4","0,0420","-10.0","0,0304","-10.0","0,0304","2838.1","","2838.1","0","668.7",",0","","","548",",0","13.86","0","20.63","0","7.10","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013996","1954","39.0725","-95.6261","267.0","TOPEKA ASOS, KS US","","","1101.0","","1101.0","0","74","0","49","0","4","","0","0","1","0","119","0","12","0","186","0","86","0","-20.6","0,0121,","25",",0,1230,+","23",",0,1227,","60.7",",0,0801,","42.8","0,0714,+","-2.8","0,1030","-2.8","0,1030","-5.0","0,1101","-7.2","0,1102","-11.1","0,1213","0.0","0,0504","-3.3","0,0403","-5.0","0,0330","-6.7","0,0316","-10.0","0,0315","2557.5","","2557.5","0","763.1",",0","","","56",",0","14.30","0","21.08","0","7.52","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013996","1955","39.0725","-95.6261","267.0","TOPEKA ASOS, KS US","","","930.1","","930.1","0","84","0","58","0","39","","8","0","2","0","128","0","32","0","197","0","68","0","-19.4","0,0212,","203",",0,0206,+","160",",0,0204,","57.7",",0,0526,","41.1","0,0730,","-1.1","0,1024","-3.3","0,1102","-6.1","0,1103","-8.9","0,1115","-8.9","0,1115","0.0","0,0408","-6.7","0,0328","-6.7","0,0328","-6.7","0,0328","-15.0","0,0326","2651.9","","2651.9","0","723.5",",0","","","682",",0","12.90","0","19.53","0","6.28","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013996","1956","39.0725","-95.6261","267.0","TOPEKA ASOS, KS US","","","980.7","","980.7","0","87","0","52","0","26","","10","0","2","0","131","0","25","0","198","0","78","0","-21.1","0,0203,","152",",0,0203,+","84",",0,0201,","42.9",",0,0617,","41.1","0,0816,","-0.6","0,1026","-3.9","0,1108","-4.4","0,1109","-7.8","0,1122","-10.0","0,1129","-2.2","0,0424","-2.2","0,0424","-6.7","0,0330","-6.7","0,0330","-9.4","0,0313","3041.1","","3041.1","0","643.9",",0","","","566",",0","13.25","0","20.23","0","6.27","0","","","","","","","","","","","","","","","","","","","","","",""
