"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00415721","1968","26.565","-98.1236","67.1","MCCOOK, TX US","1869.7","","1869.7","0","106","0","44","0","0","","0","0","0","0","9","0","0","0","303","0","134","0","-2.2","0,0224,+","0",",0,1231,+","0",",0,1231,+","79.0",",0,0510,","39.4","0,0917,","1990.3","0","-1.7","0,1224","","","","","","","0.0","0,0313","-2.2","0,0224","","","676.5","","676.5","0","     15.88","0,P,N","     29.22","0,P,N","828.8",",0","0",",0","21.61","0","27.83","0","15.40","0","44840","0"
"USC00415721","1969","26.565","-98.1236","67.1","MCCOOK, TX US","2064.5","","2064.5","0","85","0","41","0","0","","0","0","0","0","5","0","0","0","316","0","172","0","-2.8","0,0105,","0",",0,1231,+","0",",0,1231,+","32.5",",0,1028,","40.0","0,0819,+","2309.7","0","-1.1","0,1120","","","","","","","-2.2","0,0106","-2.2","0,0106","","","485.8","","485.8","0","     16.25","0,P,N","     30.18","0,P,N","444.4",",0","0",",0","22.72","0","29.52","0","15.92","0","49278","0"
"USC00415721","1970","26.565","-98.1236","67.1","MCCOOK, TX US","1830.9","","1830.9","0","79","0","38","0","0","","0","0","0","0","8","0","0","0","311","0","134","0","-4.4","0,0107,","0",",0,1231,+","0",",0,1231,+","78.5",",0,0921,","39.4","0,0824,+","2259.2","0","-0.6","0,1116","","","","","","","0.0","0,0204","-3.9","0,0108","-4.4","0,0107","563.4","","563.4","0","     15.37","0,P,N","     29.67","0,P,N","745.5",",0","0",",0","21.80","0","28.42","0","15.17","0","49538","0"
"USC00415721","1971","26.565","-98.1236","67.1","MCCOOK, TX US","2102.9","","2102.9","0","73","0","42","0","0","","0","0","0","0","9","0","0","0","333","0","151","0","-2.8","0,0209,","0",",0,1231,+","0",",0,1231,+","172.2",",0,1006,","40.6","0,0507,","2417.8","0","","","","","","","","","0.0","0,0304","-2.8","0,0209","","","396.4","","396.4","0","","","","","789.5",",0","0",",0","23.13","0","29.86","0","16.41","0","50828","0"
"USC00415721","1972","26.565","-98.1236","67.1","MCCOOK, TX US","2037.7","","2037.7","0","97","0","39","0","0","","0","0","0","0","8","0","0","0","318","0","152","0","-2.2","0,1216,+","0",",0,1231,+","0",",0,1231,+","45.2",",0,0428,","38.3","0,0408,","2260.8","0","-2.2","0,1216","-2.2","0,1216","","","","","-1.1","0,0205","-2.2","0,0204","","","297.7","","297.7","0","     16.48","0,P,N","     29.95","0,P,N","587.8",",0","0",",0","22.67","0","29.09","0","16.25","0","45200","0"
"USC00415721","1973","26.565","-98.1236","67.1","MCCOOK, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","699.8","","699.8","0","","","","","","","","","","","","","","","",""
"USC00415721","1974","26.565","-98.1236","67.1","MCCOOK, TX US","1915.4","","1915.4","0","87","0","34","0","0","","0","0","0","0","7","0","0","0","317","0","140","0","-2.2","0,0227,+","0",",0,1231,+","0",",0,1231,+","49.8",",0,0705,","38.3","0,0903,+","2425.6","0","0.0","0,1126","","","","","","","-2.2","0,0227","-2.2","0,0227","","","","","","","     15.54","0,P,N","     29.33","0,P,N","531.5",",0","0",",0","22.20","0","28.94","0","15.46","0","51925","0"
"USC00415721","1976","26.565","-98.1236","67.1","MCCOOK, TX US","1631.2","","1631.2","0","116","0","59","0","0","","0","0","0","0","9","0","0","0","299","0","124","0","-3.9","0,0109,+","0",",0,1231,+","0",",0,1231,+","52.1",",0,0709,","38.3","0,0810,+","2193.5","0","","","","","","","","","-1.7","0,0224","-3.3","0,0110","","","528.5","","528.5","0","","","     27.37","0,P,N","688.2",",0","0",",0","21.00","0","27.39","0","14.60","0","53157","0"
"USC00415721","1977","26.565","-98.1236","67.1","MCCOOK, TX US","1954.0","","1954.0","0","67","0","32","0","0","","0","0","0","0","6","0","0","0","307","0","147","0","-2.8","0,1222,","0",",0,1231,+","0",",0,1231,+","101.9",",0,0829,","39.4","0,0803,","","","-2.8","0,1222","-2.8","0,1222","","","","","-2.2","0,0120","-2.2","0,0120","","","803.4","","803.4","0","     15.27","0,P,N","     27.75","0,P,N","512.5",",0","0",",0","22.20","0","28.74","0","15.65","0","51955","0"
"USC00415721","1978","26.565","-98.1236","67.1","MCCOOK, TX US","2057.4","","2057.4","0","78","0","32","0","0","","0","0","0","0","10","0","0","0","296","0","145","0","-5.6","0,1210,","0",",0,1231,+","0",",0,1231,+","52.8",",0,0830,","38.9","0,0717,","2556.3","0","-0.6","0,1209","-5.6","0,1210","-5.6","0,1210","","","0.0","0,0220","","","","","644.0","","644.0","0","     15.00","0,P,N","     26.89","0,P,N","435.0",",0","0",",0","22.00","0","28.15","0","15.85","0","",""
"USC00415721","1979","26.565","-98.1236","67.1","MCCOOK, TX US","1933.1","","1933.1","0","75","0","36","0","0","","0","0","0","0","8","0","0","0","305","0","132","0","-6.1","0,0103,","0",",0,1231,+","0",",0,1231,+","43.2",",0,1203,","38.9","0,0725,","","","0.0","0,1130","","","","","","","-0.6","0,0115","-5.0","0,0104","-5.0","0,0104","567.4","","567.4","0","     14.70","0,P,N","     26.64","0,P,N","503.7",",0","0",",0","21.94","0","28.12","0","15.77","0","60520","0"
"USC00415721","1980","26.565","-98.1236","67.1","MCCOOK, TX US","2101.7","","2101.7","0","74","0","30","0","0","","0","0","0","0","5","0","0","0","298","0","156","0","-1.7","0,0303,+","0",",0,1231,+","0","T,0,0302,","75.7",",0,0810,","40.0","0,0723,+","","","","","","","","","","","-1.7","0,0303","","","","","503.7","","503.7","0","     14.94","0,P,N","     27.07","0,P,N","537.1",",0","0","T,0","22.50","0","28.73","0","16.28","0","59646","0"
"USC00415721","1981","26.565","-98.1236","67.1","MCCOOK, TX US","1958.7","","1958.7","0","80","0","44","0","0","","0","0","0","0","3","0","0","0","306","0","143","0","-0.6","0,0211,","0",",0,1231,+","0",",0,1231,+","57.2",",0,0504,","38.3","0,0817,","2067.1","0","0.0","0,1218","","","","","","","0.0","0,0212","","","","","588.9","","588.9","0","     15.29","0,P,N","","","688.1",",0","0",",0","22.71","0","28.79","0","16.62","0","",""
"USC00415721","1982","26.565","-98.1236","67.1","MCCOOK, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500.2","","500.2","","","","","","","","","","","","","","","","",""
"USC00415721","1984","26.565","-98.1236","67.1","MCCOOK, TX US","","","","","71","0","39","0","","","0","0","","","","","","","","","","","","","","","0",",0,1231,+","49.0",",0,0605,","","","","","","","","","","","","","","","","","","","","","","","","","","","488.7",",0","0",",0","","","","","","","",""
"USC00415721","1985","26.565","-98.1236","67.1","MCCOOK, TX US","2047.8","","2047.8","0","71","0","38","0","0","","0","0","0","0","9","0","0","0","278","0","150","0","-5.6","0,0121,","0",",0,1231,+","0",",0,1231,+","113.5",",0,0515,","39.4","0,0903,+","","","-2.8","0,1214","-2.8","0,1214","","","","","-2.2","0,0203","-2.2","0,0203","-5.6","0,0121","493.9","","493.9","0","","","     29.94","0,P,N","689.4",",0","0",",0","22.69","0","28.52","0","16.86","0","",""
"USC00415721","1986","26.565","-98.1236","67.1","MCCOOK, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","391.8","","391.8","0","","","","","","","","","","","","","","","",""
"USC00415721","1988","26.565","-98.1236","67.1","MCCOOK, TX US","2045.2","","2045.2","0","62","0","26","0","0","","0","0","0","0","3","0","0","0","302","0","166","0","-1.7","0,0212,","0",",0,1231,+","0",",0,1231,+","115.6",",0,0917,","41.1","0,0811,","2424.5","0","0.0","0,1213","","","","","","","-1.7","0,0212","","","","","","","","","     16.60","0,P,N","     29.00","0,P,N","422.2",",0","0",",0","22.78","0","29.33","0","16.23","0","44475","0"
"USC00415721","1989","26.565","-98.1236","67.1","MCCOOK, TX US","","","","","62","0","23","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","93.7",",0,1008,","","","","","","","","","","","","","","","","","","","","","","","","","","","397.3",",0","0",",0","","","","","","","",""
"USC00415721","1990","26.565","-98.1236","67.1","MCCOOK, TX US","2234.8","","2234.8","0","62","0","32","0","0","","0","0","0","0","3","0","0","0","318","0","161","0","-3.3","0,1224,","0",",0,1231,+","0",",0,1231,+","88.6",",0,0424,","39.4","0,0828,","","","-1.7","0,1223","-3.3","0,1224","","","","","","","","","","","446.3","","446.3","0","     18.35","0,P,N","     30.05","0,P,N","467.5",",0","0",",0","23.76","0","29.90","0","17.62","0","",""
"USC00415721","1991","26.565","-98.1236","67.1","MCCOOK, TX US","","","","","82","0","39","0","0","","0","0","","","","","0","0","303","0","168","0","","","0",",0,1231,+","0",",0,1231,+","101.1",",0,0505,","40.6","0,0801,+","","","","","","","","","","","","","","","","","","","","","     18.63","0,P,N","     29.93","0,P,N","589.1",",0","0",",0","","","29.36","0","","","",""
"USC00415721","1992","26.565","-98.1236","67.1","MCCOOK, TX US","1989.7","","1989.7","0","100","0","44","0","0","","0","0","0","0","0","0","0","0","288","0","136","0","0.6","0,1128,","0",",0,1231,+","0",",0,1231,+","39.4",",0,0126,","41.1","0,0701,","","","","","","","","","","","","","","","","","465.1","","465.1","0","     18.80","0,P,N","     29.90","0,P,N","599.4",",0","0",",0","22.87","0","28.77","0","16.97","0","",""
"USC00415721","1994","26.565","-98.1236","67.1","MCCOOK, TX US","2223.3","","2223.3","0","72","0","38","0","0","","0","0","0","0","3","0","0","0","312","0","181","0","-2.2","0,0108,","0",",0,1231,+","0",",0,1231,+","52.8",",0,1008,","40.0","0,0728,+","2015.1","0","0.0","0,1211","","","","","","","0.0","0,0202","-2.2","0,0108","","","417.4","","417.4","0","     19.22","0,P,N","     31.50","0,P,N","454.7",",0","0",",0","23.86","0","30.20","0","17.50","0","29145","0"
"USC00415721","1995","26.565","-98.1236","67.1","MCCOOK, TX US","","","","","57","0","27","0","0","","0","0","","","","","0","0","297","0","176","0","","","0",",0,1231,+","0",",0,1231,+","96.0",",0,1117,","42.2","0,0514,","","","","","","","","","","","","","","","","","","","","","","","","","378.9",",0","0",",0","","","30.11","0","","","",""
"USC00415721","1996","26.565","-98.1236","67.1","MCCOOK, TX US","2413.8","","2413.8","0","44","0","21","0","0","","0","0","0","0","10","0","0","0","324","0","192","0","-6.1","0,1219,","0",",0,1231,+","0",",0,1231,+","152.4",",0,0327,","41.7","0,0803,","","","-6.1","0,1219","-6.1","0,1219","-6.1","0,1219","","","0.0","0,0310","-2.2","0,0308","","","476.8","","476.8","0","     18.56","0,P,N","     31.99","0,P,N","613.9",",0","0",",0","24.04","0","30.89","0","17.20","0","",""
"USC00415721","1997","26.565","-98.1236","67.1","MCCOOK, TX US","2186.7","","2186.7","0","72","0","37","0","0","","0","0","0","0","5","0","0","0","300","0","162","0","-2.2","0,0113,","0","T,0,0516,+","0","T,0,1213,+","87.9",",0,0618,","41.7","0,0810,","","","0.0","0,1229","","","","","","","-0.6","0,0115","-2.2","0,0113","","","420.7","","420.7","0","     18.45","0,P,N","     31.00","0,P,N","652.7",",0","0","T,0","23.11","0","29.35","0","16.88","0","",""
"USC00415721","1998","26.565","-98.1236","67.1","MCCOOK, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","322.4","","322.4","0","","","","","","","","","","","","","","","",""
"USC00415721","1999","26.565","-98.1236","67.1","MCCOOK, TX US","2280.3","","2280.3","0","42","0","28","0","0","","0","0","0","0","2","0","0","0","318","0","160","0","-0.6","0,0213,+","0",",0,1231,+","0","T,0,0328,","108.2",",0,0929,","42.8","0,0505,","","","","","","","","","","","-0.6","0,0213","","","","","","","","","     19.06","0,P,N","     32.80","0,P,N","635.9",",0","0","T,0","24.41","0","30.96","0","17.87","0","",""
"USC00415721","2000","26.565","-98.1236","67.1","MCCOOK, TX US","","","","","56","0","34","0","0","","0","0","","","","","0","0","308","0","178","0","","","0",",0,1231,+","0",",0,1231,+","26.7",",0,0520,","43.3","0,0906,","","","","","","","","","","","","","","","","","","","","","","","","","318.9",",0","0",",0","","","30.86","0","","","",""
"USC00415721","2001","26.565","-98.1236","67.1","MCCOOK, TX US","","","","","52","0","26","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0","T,0,0608,","76.2",",0,0901,","","","","","","","","","","","","","","","","","","","","","","","     18.81","0,P,N","     31.48","0,P,N","450.4",",0","0","T,0","","","","","","","",""
"USC00415721","2002","26.565","-98.1236","67.1","MCCOOK, TX US","","","","","69","0","35","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0","T,0,1025,","80.3",",0,1025,","","","2206.9","0","","","","","","","","","","","","","","","","","","","     18.61","0,P,N","     31.04","0,P,N","570.4",",0","0","T,0","","","","","","","32259","0"
"USC00415721","2003","26.565","-98.1236","67.1","MCCOOK, TX US","","","","","70","0","41","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","189.0",",0,1012,","","","","","","","","","","","","","","","","","","","","","","","","","","","930.1",",0","0",",0","","","","","","","",""
"USC00415721","2004","26.565","-98.1236","67.1","MCCOOK, TX US","2038.4","","2038.4","0","58","0","34","0","1","","0","0","0","0","2","0","0","0","295","0","135","0","-7.2","0,1225,","51",",0,1225,","0",",0,1231,+","102.6",",0,0623,","38.3","0,0827,+","","","-1.1","0,1224","-7.2","0,1225","-7.2","0,1225","-7.2","0,1225","","","","","","","289.6","","289.6","0","     18.98","0,P,N","     30.78","0,P,N","576.9",",0","0",",0","23.62","0","29.47","0","17.78","0","",""
"USC00415721","2005","26.565","-98.1236","67.1","MCCOOK, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","295.0","","295.0","0","","","","","","","","","","","","","","","",""
"USC00415721","2006","26.565","-98.1236","67.1","MCCOOK, TX US","","","","","47","0","25","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","109.5",",0,0704,","","","2311.8","0","","","","","","","","","","","","","","","","","","","","","","","553.9",",0","0",",0","","","","","","","",""
"USC00415721","2007","26.565","-98.1236","67.1","MCCOOK, TX US","","","","","65","0","37","0","0","","0","0","0","0","2","0","0","0","289","0","144","0","-0.6","0,0216,","0",",0,1231,+","0",",0,1231,+","54.1",",0,0719,","37.8","0,0715,+","1948.8","0","0.0","0,1216","","","","","","","-0.6","0,0216","","","","","","","","","     18.11","0,P,N","     30.02","0,P,N","456.7",",0","0",",0","23.38","0","29.29","0","17.47","0","",""
"USC00415721","2008","26.565","-98.1236","67.1","MCCOOK, TX US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",",0","","","","","","","",""
"USC00415721","2009","26.565","-98.1236","67.1","MCCOOK, TX US","","","","","49","0","22","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","64.5",",0,0917,","","","","","","","","","","","","","","","","","","","","","","","","","","","391.8",",0","0",",0","","","","","","","",""
"USC00415721","2010","26.565","-98.1236","67.1","MCCOOK, TX US","","","","","64","0","37","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","189.2",",0,0701,","","","","","","","","","","","","","","","","","","","","","","","","","","","780.8",",0","0",",0","","","","","","","",""
