"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00025325","1990","55.35667","-131.71167","23.2","KETCHIKAN INTERNATIONAL AIRPORT, AK US","","","11.6","","11.6","0","228","0","149","0","","","","","0","0","94","0","19","0","21","0","0","0","-13.3","0,0217,+","","","","","139.2",",0,1206,","27.8","0,0812,","0.0","0,1025","-2.2","0,1108","-6.7","0,1120","-6.7","0,1120","-9.4","0,1123","-0.6","0,0429","-2.2","0,0324","-5.6","0,0308","-13.3","0,0217","-13.3","0,0217","3719.6","","3719.6","0","2580.2",",0","","","7.26","0","10.34","0","4.19","0","","","","","","","","","",""
"USW00025325","1991","55.35667","-131.71167","23.2","KETCHIKAN INTERNATIONAL AIRPORT, AK US","","","3.6","","3.6","0","220","0","173","0","","","","","0","0","67","0","9","0","10","0","0","0","-16.7","0,0109,+","","","","","135.9",",0,1220,","25.6","0,0723,","-1.1","0,1016","-2.2","0,1024","-4.4","0,1025","","","","","-1.1","0,0401","-3.9","0,0322","-5.0","0,0312","-8.9","0,0304","-8.9","0,0304","4120.2","","4120.2","0","3623.7",",0","","","7.37","0","10.22","0","4.53","0","","","","","","","","","",""
"USW00025325","1992","55.35667","-131.71167","23.2","KETCHIKAN INTERNATIONAL AIRPORT, AK US","","","3.0","","3.0","0","214","0","154","0","","","","","0","0","74","0","6","0","13","0","0","0","-14.4","0,1231,","","","","","154.2",",0,0927,","26.1","0,0629,","0.0","0,0914","-3.9","0,1014","-4.4","0,1015","-10.6","0,1227","-10.6","0,1227","0.0","0,0412","-2.2","0,0411","-4.4","0,0410","-6.7","0,0220","","","3755.1","","3755.1","0","2926.9",",0","","","7.67","0","10.66","0","4.68","0","","","","","","","","","",""
"USW00025325","1993","55.35667","-131.71167","23.2","KETCHIKAN INTERNATIONAL AIRPORT, AK US","","","11.2","","11.2","0","180","0","118","0","","","","","0","0","65","0","10","0","22","0","0","0","-11.7","0,0111,","","","","","128.3",",0,1021,","25.6","0,0808,","-2.2","0,1120","-2.2","0,1120","-6.1","0,1121","-8.3","0,1122","","","-1.1","0,0411","-3.3","0,0328","-5.0","0,0327","-8.9","0,0224","-8.9","0,0224","3946.9","","3946.9","0","2684.9",",0","","","8.58","0","11.77","0","5.40","0","","","","","","","","","",""
"USW00025325","1994","55.35667","-131.71167","23.2","KETCHIKAN INTERNATIONAL AIRPORT, AK US","","","9.7","","9.7","0","217","0","161","0","","","","","0","0","54","0","12","0","21","0","0","0","-16.7","0,0224,","","","","","102.4",",0,0904,","25.0","0,0724,","-2.8","0,1101","-2.8","0,1101","-6.7","0,1201","-6.7","0,1201","-8.9","0,1203","0.0","0,0318","-3.9","0,0226","-11.7","0,0225","-11.7","0,0225","-11.7","0,0225","3498.6","","3498.6","0","2773.5",",0","","","8.25","0","10.84","0","5.66","0","","","","","","","","","",""
"USW00025325","1995","55.35667","-131.71167","23.2","KETCHIKAN INTERNATIONAL AIRPORT, AK US","","","8.7","","8.7","0","185","0","121","0","","","0","0","0","0","66","0","8","0","16","0","0","0","-13.9","0,1208,","","","0",",0,1231,+","70.6",",0,1124,","25.0","0,0720,+","-0.6","0,1029","-4.4","0,1109","-4.4","0,1109","-7.8","0,1204","-12.2","0,1206","-1.1","0,0418","-3.3","0,0324","-5.6","0,0305","-6.7","0,0304","","","3645.2","","3645.2","0","2247.5",",0","0",",0","8.26","0","11.15","0","5.36","0","","","","","","","","","",""
"USW00025325","1996","55.35667","-131.71167","23.2","KETCHIKAN INTERNATIONAL AIRPORT, AK US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4042.9","","4042.9","0","","","","","","","","","","","","","","","","","","","",""
"USW00025325","1997","55.35667","-131.71167","23.2","KETCHIKAN INTERNATIONAL AIRPORT, AK US","","","8.7","","8.7","M","","","","","","","","","1","M","85","M","8","M","20","M","0","M","-18.3","M,0125,","","","","","","","25.6","M,0811,+","-2.8","M,1010","-2.8","M,1010","-5.0","M,1011","","","","","-1.7","M,0502","-3.3","M,0419","-4.4","M,0404","-8.9","M,0316","-8.9","M,0316","","","","","","","","","7.90","M","11.19","M","4.62","M","","","","","","","","","",""
"USW00025325","1998","55.35667","-131.71167","23.2","KETCHIKAN INTERNATIONAL AIRPORT, AK US","","","10.8","","10.8","W","","","","","","","","","1","W","91","W","20","W","21","W","0","W","-18.3","W,0110,","","","","","","","26.1","W,0727,+","0.0","W,1011","-4.4","W,1109","-4.4","W,1109","-8.3","W,1219","-8.9","W,1227","-0.6","W,0510","-2.2","W,0412","-6.1","M,0308","-6.7","M,0307","-10.6","M,0115","3689.9","","3689.9","W","","","","","7.62","W","11.20","W","4.03","W","","","","","","","","","",""
"USW00025325","1999","55.35667","-131.71167","23.2","KETCHIKAN INTERNATIONAL AIRPORT, AK US","3.5","X","1.1","","1.1","0","292","0","225","0","","","","","0","0","99","0","7","0","17","0","0","0","-9.4","0,0129,","","","","","105.9",",0,0908,","25.0","0,0801,+","-0.6","0,1014","-2.2","0,1127","","","","","","","-0.6","0,0513","-2.8","X,0408","-5.0","X,0310","-7.8","W,0201","-9.4","W,0129","4223.7","","4223.7","0","4729.7",",0","","","6.84","0","9.72","0","3.96","0","130","X","160","X","","","17.4","X","22.8","X"
"USW00025325","2000","55.35667","-131.71167","23.2","KETCHIKAN INTERNATIONAL AIRPORT, AK US","3.3","X","2.4","","2.4","0","242","0","189","0","","","","","0","0","86","0","10","0","12","0","0","0","-14.4","0,0115,","","","","","127.3",",0,1122,","24.4","0,0804,+","-0.6","0,1001","-3.3","0,1110","-6.1","0,1209","-7.2","0,1210","-12.2","0,1215","-1.1","0,0508","-5.6","0,0415","-5.6","0,0415","-7.2","0,0215","-13.9","0,0117","4099.2","","4099.2","0","4394.5",",0","","","7.25","0","10.55","0","3.96","0","130","X","130","X","","","19.7","X","26.8","X"
"USW00025325","2001","55.35667","-131.71167","23.2","KETCHIKAN INTERNATIONAL AIRPORT, AK US","3.5","X","0.0","","0.0","0","264","0","213","0","","","","","0","0","85","0","9","0","9","0","0","0","-13.9","0,1201,","","","","","99.1",",0,0921,","23.3","0,0810,","0.0","0,1103","-5.6","0,1126","-5.6","0,1126","-10.6","0,1127","-10.6","0,1127","-1.1","0,0506","-2.2","0,0403","-5.0","0,0322","-6.7","0,0321","","","3999.0","","3999.0","0","4671.5",",0","","","7.11","0","10.05","0","4.18","0","130","X","160","X","","","17.9","X","24.6","X"
"USW00025325","2002","55.35667","-131.71167","23.2","KETCHIKAN INTERNATIONAL AIRPORT, AK US","3.1","X","1.7","","1.7","0","233","0","179","0","","","","","0","0","119","0","9","0","9","0","0","0","-14.4","0,0309,+","","","","","122.4",",0,0826,","28.9","0,0614,","-2.2","0,1010","-2.2","0,1010","-5.0","0,1204","","","","","0.0","0,0524","-2.2","0,0509","-4.4","0,0404","-11.7","0,0320","-11.7","0,0320","4283.3","","4283.3","0","3852.2",",0","","","6.93","0","10.10","0","3.77","0","130","X","110","X","","","19.7","X","25.0","X"
"USW00025325","2003","55.35667","-131.71167","23.2","KETCHIKAN INTERNATIONAL AIRPORT, AK US","3.3","X","0.0","","0.0","0","230","0","178","0","","","","","0","0","100","0","10","0","15","0","0","0","-14.4","0,0308,","","","","","134.9",",0,1112,","23.9","0,0609,","0.0","0,0923","-3.3","0,1029","-5.0","0,1103","-6.7","0,1105","","","-1.1","0,0520","-2.2","0,0505","-10.0","0,0312","-10.0","0,0312","-10.0","0,0312","3915.8","","3915.8","0","3937.3",",0","","","7.21","0","10.44","0","3.97","0","120","X","130","X","","","19.2","X","29.5","X"
"USW00025325","2004","55.35667","-131.71167","23.2","KETCHIKAN INTERNATIONAL AIRPORT, AK US","3.1","X","19.8","","19.8","0","210","0","169","0","","","","","0","0","90","0","19","0","35","0","0","0","-15.6","0,0106,","","","","","119.9",",0,0114,","28.9","0,0621,","-1.1","0,1017","-2.2","0,1019","-5.6","0,1205","-7.2","0,1206","-8.9","0,1231","0.0","0,0420","-2.8","0,0319","-13.3","0,0203","-13.3","0,0203","-13.3","0,0203","3941.6","","3941.6","0","3918.7",",0","","","7.92","0","11.55","0","4.29","0","140","X","140","X","","","23.7","X","33.1","X"
"USW00025325","2005","55.35667","-131.71167","23.2","KETCHIKAN INTERNATIONAL AIRPORT, AK US","3.3","X","7.7","","7.7","0","243","0","196","0","","","","","2","0","83","0","15","0","20","0","0","0","-17.8","0,0113,+","","","","","153.7",",0,1108,","29.4","0,0617,","0.0","0,1002","-4.4","0,1128","-4.4","0,1128","-8.9","0,1129","-8.9","0,1129","-0.6","0,0417","-5.0","0,0324","-5.0","0,0324","-12.2","0,0115","-12.2","0,0115","3751.7","","3751.7","0","4980.3",",0","","","7.91","0","11.19","0","4.63","0","120","X","160","X","","","19.2","X","28.6","X"
"USW00025325","2006","55.35667","-131.71167","23.2","KETCHIKAN INTERNATIONAL AIRPORT, AK US","3.7","W","1.7","","1.7","0","258","0","191","0","","","","","0","0","127","0","15","0","9","0","0","0","-15.0","0,1128,","","","","","96.8",",0,0407,","25.6","0,0610,","-0.6","0,1002","-3.3","0,1029","-4.4","0,1030","-6.7","0,1122","-12.8","0,1125","-1.1","0,0514","-2.8","0,0329","-9.4","0,0318","-9.4","0,0318","-9.4","0,0318","4088.6","","4088.6","0","4102.0",",0","","","6.67","0","9.84","0","3.51","0","130","X","160","X","","","19.7","X","29.5","X"
"USW00025325","2007","55.35667","-131.71167","23.2","KETCHIKAN INTERNATIONAL AIRPORT, AK US","3.8","W","0.0","","0.0","0","272","0","214","0","","","","","0","0","99","0","12","0","16","0","0","0","-11.7","0,1203,","","","","","97.5",",0,1023,","25.6","0,0815,","-1.1","0,1018","-2.2","0,1119","-6.1","0,1201","-11.1","0,1202","-11.1","0,1202","0.0","0,0518","-6.7","0,0404","-6.7","0,0404","-6.7","0,0404","-8.9","0,0301","4180.6","","4180.6","0","4305.5",",0","","","6.92","0","9.91","0","3.93","0","130","X","150","X","","","24.1","X","28.6","X"
"USW00025325","2008","55.35667","-131.71167","23.2","KETCHIKAN INTERNATIONAL AIRPORT, AK US","3.6","W","","","","","253","0","191","0","","","","","","","","","","","","","","","","","","","","","115.1",",0,1021,","","","","","","","","","","","","","","","","","","","","","","","4282.2","","4282.2","0","4175.9",",0","","","","","","","","","120","X","140","X","","","21.0","X","26.8","X"
"USW00025325","2009","55.35667","-131.71167","23.2","KETCHIKAN INTERNATIONAL AIRPORT, AK US","3.3","W","36.1","","36.1","0","217","0","174","0","","","","","0","0","104","0","18","0","27","0","0","0","-14.4","0,0102,","","","","","130.0",",0,0910,","28.9","0,0805,+","-1.1","0,1011","-2.2","0,1012","-5.0","0,1206","-10.6","0,1213","-10.6","0,1213","0.0","0,0409","-3.3","0,0403","-8.3","0,0310","-8.3","0,0310","-10.6","0,0309","","","","","3735.4",",0","","","7.01","0","10.03","0","3.99","0","130","X","130","X","","","18.3","X","27.7","X"
"USW00025325","2010","55.35667","-131.71167","23.2","KETCHIKAN INTERNATIONAL AIRPORT, AK US","3.4","W","17.8","","17.8","0","229","0","176","0","","","","","0","0","62","0","6","0","22","0","0","0","-8.3","0,1229,+","","","","","152.9",",0,0110,","28.3","0,0815,","0.0","0,1028","-3.9","0,1118","-8.3","0,1122","-8.3","0,1122","","","-0.6","0,0424","-2.8","0,0308","-6.1","0,0105","","","","","3798.5","","3798.5","0","3991.3",",0","","","8.22","0","11.19","0","5.26","0","140","X","120","X","","","23.7","X","31.3","X"
"USW00025325","2011","55.35667","-131.71167","23.2","KETCHIKAN INTERNATIONAL AIRPORT, AK US","3.3","W","1.1","","1.1","X","256","X","201","X","","","","","0","X","90","X","14","X","10","X","0","X","-16.1","X,0228,","","","","","127.0",",X,0920,","25.0","X,0712,","-2.2","X,1103","-2.2","X,1103","-5.0","X,1117","","","","","-0.6","X,0423","-2.2","X,0322","-5.6","X,0307","-10.6","X,0302","-10.6","X,0302","4015.6","","4015.6","X","4350.8",",X","","","6.99","X","9.82","X","4.16","X","140","X","130","X","","","19.7","X","28.6","X"
"USW00025325","2012","55.35667","-131.71167","23.2","KETCHIKAN INTERNATIONAL AIRPORT, AK US","3.4","X","2.0","","2.0","X","250","X","195","X","","","","","3","X","90","X","9","X","9","X","0","X","-18.9","X,0119,","","","","","120.1",",X,0506,","27.2","X,0623,","-0.6","X,1019","-2.2","X,1022","-6.7","X,1030","-6.7","X,1030","","","-0.6","X,0424","-4.4","X,0324","-4.4","X,0324","-7.2","X,0120","-18.9","X,0119","4176.0","","4176.0","X","3655.8",",X","","","6.88","X","9.69","X","4.06","X","140","X","130","X","","","21.5","X","29.5","X"
"USW00025325","2013","55.35667","-131.71167","23.2","KETCHIKAN INTERNATIONAL AIRPORT, AK US","3.5","W","8.0","","8.0","W","246","W","177","W","","","","","0","W","63","W","7","W","26","W","0","W","-8.2","W,1119,","","","","","130.3",",W,0919,","29.4","W,0616,","0.0","W,1102","-3.2","W,1111","-6.0","W,1118","-8.2","W,1119","","","-2.1","W,0430","-2.2","X,0322","","","","","","","3901.3","","3901.3","W","3831.8",",W","","","8.33","W","11.12","W","5.55","W","140","W","110","W","","","17.4","W","25.0","W"
"USW00025325","2014","55.35667","-131.71167","23.2","KETCHIKAN INTERNATIONAL AIRPORT, AK US","3.6","W","7.8","","7.8","W","235","W","182","W","","","","","0","W","62","W","11","W","23","W","0","W","-12.1","W,0304,","","","","","146.3",",W,0927,","26.1","W,0713,+","0.0","W,1110","-3.2","W,1112","-5.5","W,1128","-7.7","W,1129","","","-0.5","W,0413","-3.2","W,0323","-9.3","W,0306","-9.3","W,0306","-9.3","W,0306","3713.8","","3713.8","W","4258.5",",W","","","8.36","W","11.45","W","5.28","W","140","W","130","W","","","22.8","W","31.7","W"
"USW00025325","2015","55.35667","-131.71167","23.2","KETCHIKAN INTERNATIONAL AIRPORT, AK US","","","15.4","","15.4","W","237","W","178","W","","","","","0","W","44","W","4","W","24","W","0","W","-7.1","W,0105,","","","","","183.1",",W,1008,","27.8","W,0707,","0.0","W,1117","-3.8","W,1125","-5.5","W,1225","","","","","0.0","W,0503","-2.7","W,0316","-7.1","W,0105","-7.1","W,0105","","","3246.7","","3246.7","W","4260.7",",W","","","9.10","W","12.03","W","6.16","W","140","W","120","W","","","23.3","W","31.3","W"
"USW00025325","2016","55.35667","-131.71167","23.2","KETCHIKAN INTERNATIONAL AIRPORT, AK US","4.0","W","13.7","","13.7","W","237","W","173","W","","","","","0","W","44","W","10","W","27","W","0","W","-9.3","W,1214,+","","","","","151.4",",W,0225,","25.6","W,0718,","-0.5","W,1011","-3.8","W,1120","-7.1","W,1206","-7.1","W,1206","-9.3","W,1213","-1.0","W,0318","-3.2","W,0108","-4.9","W,0106","","","","","3352.9","","3352.9","W","3551.8",",W","","","9.12","W","12.05","W","6.19","W","150","W","150","W","","","21.0","W","30.9","W"
"USW00025325","2017","55.35667","-131.71167","23.2","KETCHIKAN INTERNATIONAL AIRPORT, AK US","3.7","W","12.5","","12.5","W","231","W","176","W","","","","","0","W","92","W","13","W","15","W","0","W","-13.8","W,1230,+","","","","","111.5",",W,0821,","27.8","W,0805,","-1.6","W,1102","-3.2","W,1105","-6.6","W,1222","-9.3","W,1227","-9.3","W,1227","-0.5","W,0402","-3.2","W,0319","-11.0","W,0311","-11.0","W,0311","-11.0","W,0311","3859.1","","3859.1","W","3826.2",",W","","","7.49","W","10.49","W","4.49","W","130","W","120","W","","","18.3","W","26.4","W"
