"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00024133","1949","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","","","251.3","","251.3","0","77","0","33","0","69","","16","0","29","0","174","0","50","0","150","0","34","0","-34.4","0,0129,","965",",0,0209,","107",",0,0323,+","14.2",",0,0114,","38.3","0,0803,","0.0","0,1005","-2.2","0,1006","-6.7","0,1014","-6.7","0,1014","-10.0","0,1211","0.0","0,0427","-2.8","0,0426","-5.0","0,0415","-8.3","0,0414","-11.7","0,0214","","","","","243.0",",0","1281",",0","8.13","0","16.25","0","0.00","0","","","","","","","",""
"USW00024133","1950","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","","","180.6","","180.6","0","91","0","44","0","29","","11","0","7","0","168","0","22","0","139","0","34","0","-28.3","0,0202,","279",",0,0117,","104",",0,0117,","19.1",",0,1203,","36.7","0,0630,","-1.7","0,0928","-5.0","0,0930","-5.0","0,0930","-7.2","0,1001","-11.1","0,1109","0.0","0,0607","-2.8","0,0510","-6.1","0,0430","-9.4","0,0424","-9.4","0,0424","3784.7","","3784.7","0","316.5",",0","660",",0","8.77","0","16.36","0","1.19","0","","","","","","","",""
"USW00024133","1951","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","","","224.5","","224.5","0","83","0","31","0","55","","18","0","10","0","176","0","32","0","143","0","28","0","-24.4","0,1225,","305",",0,1226,+","130",",0,0118,","20.3",",0,0428,","38.9","0,0715,","-1.1","0,0912","-2.2","0,0927","-4.4","0,1016","-6.7","0,1018","-12.8","0,1101","-1.1","0,0607","-2.2","0,0425","-5.0","0,0422","-9.4","0,0328","-9.4","0,0328","3545.4","","3545.4","0","275.8",",0","1111",",0","8.20","0","15.74","0","0.66","0","","","","","","","",""
"USW00024133","1952","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","","","209.4","","209.4","0","67","0","20","0","72","","14","0","10","0","174","0","36","0","170","0","33","0","-24.4","0,1126,","279",",0,0122,","152",",0,1202,","25.4",",0,0712,","36.7","0,0723,","-2.2","0,0914","-2.2","0,0914","-6.1","0,1015","-6.7","0,1101","-10.6","0,1102","0.0","0,0510","-3.9","0,0422","-5.0","0,0411","-6.7","0,0409","-10.0","0,0314","4051.0","","4051.0","0","213.6",",0","1008",",0","8.27","0","16.50","0","0.05","0","","","","","","","",""
"USW00024133","1953","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","","","241.0","","241.0","0","82","0","43","0","19","","12","0","0","0","158","0","8","0","144","0","44","0","-14.4","0,0303,","102",",0,0304,+","81",",0,0411,","17.5",",0,0118,","37.8","0,0714,","-5.0","0,1003","-5.0","0,1003","-5.0","0,1003","-12.2","0,1119","-12.2","0,1119","-2.2","0,0525","-2.2","0,0525","-4.4","0,0503","-8.9","0,0403","-8.9","0,0403","3559.0","","3559.0","0","297.6",",0","618",",0","9.73","0","17.66","0","1.81","0","","","","","","","",""
"USW00024133","1954","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","","","260.9","","260.9","0","64","0","24","0","12","","5","0","4","0","177","0","12","0","145","0","39","0","-21.1","0,1228,","102",",0,0125,+","102",",0,0124,","18.5",",0,1012,","40.0","0,0802,","0.0","0,0918","-2.8","0,0930","-4.4","0,1001","-6.7","0,1027","-10.0","0,1128","-1.7","0,0602","-2.2","0,0528","-5.0","0,0502","-7.2","0,0412","-10.0","0,0313","3320.0","","3320.0","0","186.9",",0","248",",0","9.28","0","17.51","0","1.04","0","","","","","","","",""
"USW00024133","1955","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","","","270.9","","270.9","0","95","0","36","0","64","","14","0","10","0","183","0","41","0","131","0","40","0","-25.6","0,1115,","127",",0,1117,+","51",",0,1208,+","21.1",",0,0613,","37.8","0,0715,","0.0","0,0918","-2.2","0,0930","-6.1","0,1006","-8.9","0,1031","-8.9","0,1031","-1.7","0,0528","-2.2","0,0504","-7.2","0,0416","-7.2","0,0416","-10.0","0,0321","4130.9","","4130.9","0","262.0",",0","752",",0","7.68","0","15.06","0","0.29","0","","","","","","","",""
"USW00024133","1956","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","","","205.5","","205.5","0","62","0","29","0","32","","9","0","11","0","168","0","29","0","150","0","34","0","-27.2","0,0201,+","127",",0,0128,","76",",0,0126,+","15.0",",0,0528,","38.3","0,0709,","-2.2","0,0922","-2.2","0,0922","-4.4","0,1028","-6.7","0,1029","-8.9","0,1115","0.0","0,0514","-3.9","0,0412","-5.0","0,0409","-9.4","0,0406","-9.4","0,0406","3749.1","","3749.1","0","237.7",",0","508",",0","8.53","0","16.36","0","0.69","0","","","","","","","",""
"USW00024133","1957","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","","","230.7","","230.7","0","83","0","30","0","26","","6","0","5","0","171","0","21","0","137","0","39","0","-25.6","0,0129,","76",",0,1104,+","76",",0,1103,","29.5",",0,0518,","36.7","0,0710,","0.0","0,0920","-3.9","0,1006","-4.4","0,1008","-6.7","0,1116","-9.4","0,1121","-2.2","0,0427","-2.2","0,0427","-6.1","0,0324","-6.7","0,0314","-10.6","0,0210","3768.9","","3768.9","0","251.0",",0","369",",0","8.77","0","16.32","0","1.23","0","","","","","","","",""
"USW00024133","1958","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","","","300.3","","300.3","0","80","0","36","0","13","","6","0","0","0","165","0","12","0","154","0","36","0","-16.7","0,0120,","102",",0,0125,+","91",",0,0118,","18.5",",0,0702,","37.2","0,0807,","0.0","0,0921","-5.6","0,1021","-5.6","0,1021","-6.7","0,1030","-9.4","0,1116","0.0","0,0513","-2.8","0,0430","-5.6","0,0428","-7.8","0,0319","-14.4","0,0123","3522.3","","3522.3","0","258.8",",0","297",",0","9.90","0","17.62","0","2.19","0","","","","","","","",""
