"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00014835","1945","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","422.6","","422.6","6","124","6","71","6","","","","","10","6","110","6","48","6","152","6","17","6","-22.2","6,1220,","","","","","37.3",",6,0713,","36.7","6,0724,","-1.1","6,1010","-6.1","6,1104","-6.1","6,1104","-7.8","6,1122","-10.6","6,1210","0.0","6,0419","-2.2","6,0313","-5.0","6,0301","-10.0","6,0219","-10.0","6,0219","","","","","928.2",",6","","","10.51","6","15.60","6","5.43","6","","","","","","","","","","","",""
"USW00014835","1949","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","116","0","77","0","4","","3","0","","","","","","","","","","","","","25",",0,0203,+","51",",0,1209,+","83.8",",0,1011,","","","","","","","","","","","","","","","","","","","","","","","","","","","1168.4",",0","196",",0","","","","","","","","","","","","","","","","","",""
"USW00014835","1950","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","120","0","79","0","33","","9","0","","","","","","","","","","","","","102",",0,0226,+","102",",0,0312,","54.4",",0,0103,","","","","","","","","","","","","","","","","","","","","","","","","","","","1224.9",",0","554",",0","","","","","","","","","","","","","","","","","",""
"USW00014835","1951","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","121","0","81","0","40","","14","0","","","","","","","","","","","","","203",",0,1219,+","102",",0,1214,+","53.3",",0,1023,","","","","","","","","","","","","","","","","","","","","","","","","","","","1096.0",",0","764",",0","","","","","","","","","","","","","","","","","",""
"USW00014835","1952","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","114","0","80","0","18","","7","0","","","","","","","","","","","","","178",",0,0302,","178",",0,0229,","78.7",",0,0423,","","","","","","","","","","","","","","","","","","","","","","","","","","","1316.0",",0","482",",0","","","","","","","","","","","","","","","","","",""
"USW00014835","1953","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","87","0","52","0","10","","8","0","","","","","","","","","","","","","51",",0,0309,+","56",",0,0216,","100.6",",0,0802,","","","","","","","","","","","","","","","","","","","","","","","","","","","888.0",",0","366",",0","","","","","","","","","","","","","","","","","",""
"USW00014835","1954","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","96","0","62","0","8","","5","0","","","","","","","","","","","","","102",",0,0105,","76",",0,0303,+","43.7",",0,1011,","","","","","","","","","","","","","","","","","","","","","","","","","","","765.9",",0","305",",0","","","","","","","","","","","","","","","","","",""
"USW00014835","1955","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","90","0","61","0","28","","9","0","","","","","","","","","","","","","102",",0,0327,","76",",0,0322,","59.7",",0,1005,","","","","","","","","","","","","","","","","","","","","","","","","","","","900.9",",0","459",",0","","","","","","","","","","","","","","","","","",""
"USW00014835","1956","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","96","0","55","0","29","","5","0","","","","","","","","","","","","","127",",0,0202,","51",",0,1208,+","47.8",",0,0813,","","","","","","","","","","","","","","","","","","","","","","","","","","","640.9",",0","278",",0","","","","","","","","","","","","","","","","","",""
"USW00014835","1957","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","108","0","77","0","32","","11","0","","","","","","","","","","","","","102",",0,0131,+","127",",0,0106,","76.2",",0,0722,","","","","","","","","","","","","","","","","","","","","","","","","","","","1180.5",",0","582",",0","","","","","","","","","","","","","","","","","",""
"USW00014835","1958","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","86","0","61","0","28","","3","0","","","","","","","","","","","","","76",",0,1209,","76",",0,1208,","77.2",",0,0613,","","","","","","","","","","","","","","","","","","","","","","","","","","","1003.8",",0","206",",0","","","","","","","","","","","","","","","","","",""
"USW00014835","1959","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","103","0","66","0","26","","9","0","","","","","","","","","","","","","76",",0,0106,+","76",",0,1112,+","55.9",",0,0926,","","","","","","","","","","","","","","","","","","","","","","","","","","","957.8",",0","494",",0","","","","","","","","","","","","","","","","","",""
"USW00014835","1960","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","104","0","63","0","62","","11","0","","","","","","","","","","","","","229",",0,0303,","178",",0,0225,","75.2",",0,0803,","","","","","","","","","","","","","","","","","","","","","","","","","","","896.1",",0","693",",0","","","","","","","","","","","","","","","","","",""
"USW00014835","1961","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","113","0","73","0","46","","8","0","","","","","","","","","","","","","102",",0,0226,+","102",",0,0225,","35.3",",0,0912,","","","","","","","","","","","","","","","","","","","","","","","","","","","931.7",",0","595",",0","","","","","","","","","","","","","","","","","",""
"USW00014835","1964","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","102","0","62","0","40","","10","0","","","","","","","","","","","","","229",",0,0115,+","203",",0,0112,","74.2",",0,0620,","","","","","","","","","","","","","","","","","","","","","","","","","","","826.5",",0","848",",0","","","","","","","","","","","","","","","","","",""
"USW00014835","1965","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","425.2","","425.2","0","112","0","76","0","22","","7","0","11","0","129","0","37","0","154","0","11","0","-23.9","0,0202,","229",",0,0226,","152",",0,0115,","117.6",",0,0914,","35.0","0,0815,","-0.6","0,1005","-2.8","0,1028","-4.4","0,1117","-8.3","0,1129","-8.9","0,1228","-1.7","0,0403","-2.2","0,0331","-11.7","0,0327","-11.7","0,0327","-11.7","0,0327","3392.2","","3392.2","0","1084.5",",0","574",",0","10.56","0","15.99","0","5.13","0","","","","","","","","","","","",""
"USW00014835","1966","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","439.1","","439.1","0","106","0","67","0","15","","5","0","6","0","140","0","47","0","138","0","29","0","-24.4","0,0130,","152",",0,0203,+","147",",0,0201,","68.1",",0,1127,","38.3","0,0712,","0.0","0,1002","-2.8","0,1025","-5.6","0,1030","-14.4","0,1201","-14.4","0,1201","-3.9","0,0510","-3.9","0,0510","-5.6","0,0331","-7.8","0,0328","-8.9","0,0325","3363.6","","3363.6","0","814.5",",0","330",",0","9.76","0","15.54","0","3.98","0","","","","","","","","","","","",""
"USW00014835","1967","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","122","0","72","0","30","","11","0","","","","","","","","","","","","","102",",0,0208,+","127",",0,0227,","58.2",",0,1202,","","","","","","","","","","","","","","","","","","","","","","","3433.8","","3433.8","0","816.8",",0","688",",0","","","","","","","","","","","","","","","","","",""
"USW00014835","1968","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","129","0","77","0","37","","9","0","","","","","","","","","","","","","330",",0,0116,+","127",",0,0113,","49.8",",0,0515,","","","","","","","","","","","","","","","","","","","","","","","","","","","916.9",",0","565",",0","","","","","","","","","","","","","","","","","",""
"USW00014835","1969","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","493.8","","493.8","0","101","0","66","0","30","","8","0","5","0","145","0","46","0","151","0","20","0","-21.1","0,0112,","152",",0,0110,+","135",",0,0106,","78.7",",0,0809,","36.1","0,0716,+","0.0","0,1015","-2.2","0,1022","-5.0","0,1023","-7.2","0,1116","-10.6","0,1120","-1.7","0,0430","-10.0","0,0331","-10.0","0,0331","-10.0","0,0331","-10.0","0,0331","3397.2","","3397.2","0","913.9",",0","517",",0","10.03","0","15.38","0","4.69","0","","","","","","","","","","","",""
"USW00014835","1970","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","110","0","64","0","27","","4","0","","","","","","","","","","","","","127",",0,0124,+","58",",0,0402,","86.4",",0,0419,","","","","","","","","","","","","","","","","","","","","","","","3458.2","","3458.2","","1001.5",",0","264",",0","","","","","","","","","","","","","","","","","",""
"USW00014835","1971","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","505.8","","505.8","0","106","0","65","0","9","","3","0","3","0","124","0","33","0","171","0","18","0","-21.1","0,0202,","76",",0,0215,+","76",",0,0212,","67.3",",0,0611,","35.6","0,0627,","-3.3","0,1104","-3.3","0,1104","-7.8","0,1107","-7.8","0,1107","-8.9","0,1108","-0.6","0,0504","-2.2","0,0430","-4.4","0,0330","-7.2","0,0309","-13.9","0,0214","","","","","898.0",",0","203",",0","11.06","0","16.75","0","5.36","0","","","","","","","","","","","",""
"USW00014835","1972","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","502.7","","502.7","0","119","0","74","0","21","","6","0","10","0","123","0","27","0","160","0","23","0","-30.0","0,0116,","76",",0,0130,+","79",",0,0127,","42.7",",0,0929,","35.0","0,0723,","-3.3","0,1019","-3.3","0,1019","-5.0","0,1020","-13.3","0,1206","-13.3","0,1206","0.0","0,0427","-2.8","0,0426","-5.0","0,0409","-6.7","0,0408","-8.9","0,0309","3048.6","","3048.6","0","983.3",",0","378",",0","10.42","0","15.70","0","5.15","0","","","","","","","","","","","",""
"USW00014835","1973","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","608.9","","608.9","0","124","0","79","0","14","","5","0","1","0","105","0","29","0","158","0","20","0","-21.1","0,1222,","483",",0,1223,+","353",",0,1219,","80.8",",0,0604,","34.4","0,0828,+","0.0","0,1028","-3.9","0,1104","-6.1","0,1106","-6.7","0,1109","-11.7","0,1210","-1.1","0,0414","-3.9","0,0413","-4.4","0,0322","-6.7","0,0222","-17.2","0,0217","3067.2","","3067.2","0","1091.4",",0","661",",0","12.02","0","17.16","0","6.87","0","","","","","","","","","","","",""
"USW00014835","1974","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","136","0","81","0","33","","8","0","","","","","","","","","","","","","254",",0,0110,","99",",0,1201,","53.6",",0,0614,","","","","","","","","","","","","","","","","","","","","","","","3022.6","","3022.6","0","981.2",",0","601",",0","","","","","","","","","","","","","","","","","",""
"USW00014835","1975","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","130","0","77","0","23","","9","0","","","","","","","","","","","","","127",",0,0211,+","107",",0,1209,","85.1",",0,0829,","","","","","","","","","","","","","","","","","","","","","","","","","","","895.5",",0","601",",0","","","","","","","","","","","","","","","","","",""
"USW00014835","1976","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","445.5","","445.5","0","86","0","59","0","28","","6","0","6","0","140","0","36","0","161","0","17","0","-25.6","0,1231,","76",",0,1231,+","79",",0,0205,","62.2",",0,0531,","36.7","0,0723,","-4.4","0,1018","-4.4","0,1018","-4.4","0,1018","-7.2","0,1108","-8.9","0,1112","0.0","0,0512","-2.2","0,0508","-8.3","0,0317","-8.3","0,0317","-12.8","0,0207","2840.2","","2840.2","0","752.5",",0","399",",0","10.41","0","16.55","0","4.26","0","","","","","","","","","","","",""
"USW00014835","1977","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","624.4","","624.4","0","138","0","75","0","65","","11","0","27","0","118","0","57","0","170","0","34","0","-28.3","0,0117,","279",",0,1211,+","229",",0,1205,","79.5",",0,1001,","37.8","0,0706,","-1.7","0,1013","-2.8","0,1020","-6.1","0,1113","-8.9","0,1125","-8.9","0,1125","-0.6","0,0510","-2.8","0,0429","-5.0","0,0324","-11.1","0,0302","-11.1","0,0302","3708.6","","3708.6","0","986.7",",0","888",",0","10.58","0","16.22","0","4.94","0","","","","","","","","","","","",""
"USW00014835","1978","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","654.2","","654.2","0","121","0","68","0","63","","9","0","15","0","128","0","63","0","154","0","30","0","-24.4","0,0207,","356",",0,0128,+","178",",0,0125,","104.1",",0,0625,","36.1","0,0722,+","-1.7","0,1008","-3.9","0,1024","-4.4","0,1108","-6.7","0,1130","-13.3","0,1209","-2.8","0,0503","-2.8","0,0503","-5.6","0,0318","-10.0","0,0310","-10.0","0,0310","3782.8","","3782.8","0","893.0",",0","736",",0","9.91","0","15.42","0","4.39","0","","","","","","","","","","","",""
