usaf,wban,station,ctry,st,call,lat,lon,elev,begin,end
999999,13822,GREENVILLE DONALDSON AFB,US,SC,NA,34.767,-82.383,298.1,1953-01-01,1963-04-30
999999,13825,COLUMBUS AAF,US,MS,KCBM,33.65,-88.45,66.8,1971-01-01,1971-01-01
999999,13829,FORT BENNING LAWSON,US,GA,KLSF,32.35,-85,70.7,1971-01-01,1971-01-01
999999,13839,DOTHAN REGIONAL AP,US,AL,KDHN,31.317,-85.45,107.6,2001-06-02,2004-12-31
999999,13855,TULLAHOMA AEDC SITE,US,TN,NA,35.383,-86.233,328.9,1963-01-01,1969-08-01
999999,13864,MARIETTA DOBBINS AAF,US,GA,KMGE,33.917,-84.517,325.5,1971-01-01,1971-01-01
999999,13865,MERIDIAN KEY FIELD,US,MS,KMEI,32.335,-88.744,94.5,1953-01-01,1972-12-31
999999,13866,CHARLESTON KANAWHA ARPT,US,WV,KCRW,38.379,-81.59,299.3,1953-01-01,1972-12-31
999999,13867,PARKERSBURG WSO,US,WV,PKB,39.267,-81.567,187.5,1953-01-01,1955-01-01
999999,13868,PULASKI,US,VA,KPSK,37.133,-80.683,641.6,1953-01-01,1955-01-01
999999,13869,ALBANY MUNICIPAL AP,US,GA,KABY,31.536,-84.194,58.8,1953-01-01,1955-01-01
999999,13870,ALMA BACON COUNTY AP,US,GA,KAMG,31.536,-82.507,62.8,1953-01-01,1959-01-01
999999,13871,ANNISTON CALHOUN CO AP,US,AL,KANB,33.587,-85.856,182.9,1953-01-01,1955-05-01
999999,13873,ATHENS MUNICIPAL ARPT,US,GA,KAHN,33.948,-83.328,244.4,1955-09-01,1972-12-31
999999,13874,ATLANTA HARTSFIELD INTL AP,US,GA,KATL,33.63,-84.442,312.7,1953-01-01,1972-12-31
999999,13876,BIRMINGHAM MUNICIPAL AP,US,AL,KBHM,33.566,-86.745,192,1953-01-01,1972-12-31
999999,13877,BRISTOL TRI CITY AIRPORT,US,TN,KTRI,36.473,-82.404,464.8,1953-01-01,1972-12-31
999999,13878,BRUNSWICK MALCOLM MCKINNON AP,US,GA,KSSI,31.152,-81.391,7.3,1953-01-01,1955-01-01
999999,13880,CHARLESTON,US,SC,KCHS,32.899,-80.04,14.6,1971-01-01,1972-12-31
999999,13881,CHARLOTTE DOUGLAS MUNICIPAL A,US,NC,KCLT,35.224,-80.955,234.4,1953-01-01,1972-12-31
999999,13882,CHATTANOOGA LOVELL FIELD AP,US,TN,KCHA,35.031,-85.201,209.7,1953-01-01,1972-12-31
999999,13883,COLUMBIA METRO ARPT,US,SC,KCAE,33.942,-81.118,68.6,1953-01-01,1972-12-31
999999,13884,CRESTVIEW BOB SIKES AP,US,FL,KCEW,30.78,-86.523,56.4,1953-01-01,1955-01-01
999999,13885,EVERGREEN INTERMEDIATE FLD,US,AL,EVR,31.417,-87.033,78,1953-01-01,1955-01-01
999999,13889,JACKSONVILLE IMESON,US,FL,KJAX,30.495,-81.694,9.8,1966-01-01,1972-12-31
999999,13891,KNOXVILLE MCGHEE TYSON AP,US,TN,KTYS,35.818,-83.986,298.7,1965-01-01,1972-12-31
999999,13893,MEMPHIS MUNICIPAL ARPT,US,TN,KMEM,35.056,-89.987,101.2,1953-01-01,1972-12-31
999999,13894,MOBILE REGIONAL AP,US,AL,KMOB,30.688,-88.246,67.4,1953-01-01,1972-12-31
999999,13895,MONTGOMERY DANNELLY FIELD,US,AL,KMGM,32.3,-86.408,61.6,1953-01-01,1972-12-31
999999,13896,MUSCLE SHOALS REGIONAL AP,US,AL,KMSL,34.744,-87.6,171.3,1953-01-01,1955-01-01
999999,13897,NASHVILLE BERRY FIELD,US,TN,KBNA,36.119,-86.689,184.4,1953-01-01,1972-12-31
999999,13899,PENSACOLA REGIONAL AP,US,FL,KPNS,30.478,-87.187,36,1953-01-01,1972-12-31
999999,13902,ALTUS AAF,US,OK,KLTS,34.65,-99.267,421.2,1971-01-01,1971-01-01
999999,13904,AUSTIN BERGSTROM AFB,US,TX,KAUS,30.183,-97.68,150.9,1953-01-01,1971-01-01
999999,13905,BRYAN AFB,US,TX,NA,30.667,-96.55,84.1,1953-01-01,1958-06-12
999999,13910,ABILENE DYESS AAF,US,TX,KDYS,32.433,-99.85,545.3,1971-01-01,1971-01-01
999999,13917,NEWPORT MUNICIPAL AIRPORT,US,AR,NA,35.633,-91.167,72.9,2012-09-02,2017-12-31
999999,13919,OKLAHOMA CITY TINKER AAF,US,OK,KTIK,35.417,-97.383,393.5,1971-01-01,1971-01-01
999999,13920,FORBES FIELD AAF,US,KS,KFOE,38.95,-95.664,328.9,1971-01-01,1971-01-01
999999,13928,WACO JAMES CONNALLY AFB,US,TX,NA,31.633,-97.067,153,1953-01-01,1968-08-31
999999,13930,WHITEMAN AAF,US,MO,KSZL,38.717,-93.55,265.5,1971-01-01,1971-01-01
999999,13935,ESLER FIELD AAF,US,LA,KESF,31.393,-92.296,36,1960-02-01,1972-12-31
999999,13941,LAKE CHARLES WB AIRP,US,LA,KCWF,30.21,-93.143,5.2,1953-01-01,1963-04-01
999999,13942,MONROE SELMAN FIELD,US,LA,KMLU,32.516,-92.041,24.7,1956-01-01,1959-01-01
999999,13944,BARKSDALE AFB,US,LA,KBAD,32.5,-93.667,50.6,1971-01-01,1971-01-01
999999,13945,FORT SILL POST FIELD AF,US,OK,KFSI,34.65,-98.4,362.1,1971-01-01,1971-01-01
999999,13956,JACKSON 4 NW,US,MS,NA,32.333,-90.233,98.1,1953-01-01,1963-07-08
999999,13957,SHREVEPORT REGIONAL ARPT,US,LA,KSHV,32.447,-93.824,78.9,1953-01-01,1972-12-31
999999,13958,AUSTIN MUELLER MUNICIPAL AP,US,TX,KATT,30.321,-97.76,200.6,1953-01-01,1972-12-31
999999,13959,WACO RICH FIELD,US,TX,KACT,31.619,-97.228,154.8,1969-01-01,1972-12-31
999999,13963,LITTLE ROCK ADAMS FIELD,US,AR,KLIT,34.727,-92.239,78.3,1953-01-01,1974-12-31
999999,13965,ARDMORE INTERMEDIATE FLD,US,OK,NA,34.3,-97.15,264,1953-01-01,1955-01-01
999999,13966,WICHITA FALLS MUNICIPAL ARPT,US,TX,KSPS,33.979,-98.493,313.9,1965-01-01,1972-12-31
999999,13967,OKLAHOMA CITY WILL ROGERS FIE,US,OK,KOKC,35.389,-97.601,397.5,1965-01-01,1972-12-31
999999,13970,BATON ROUGE RYAN ARPT,US,LA,KBTR,30.537,-91.147,23.2,1953-01-01,1972-12-31
999999,13971,HARRISON FAA AP,US,AR,KHRO,36.267,-93.157,422.1,1967-01-01,1969-01-01
999999,13972,TYLER POUNDS FIELD,US,TX,KTYR,32.354,-95.403,167.9,1953-01-01,1999-12-31
999999,13973,JUNCTION,US,TX,KJCT,30.511,-99.766,533.1,1953-01-01,1969-01-31
999999,13976,LAFAYETTE REGIONAL AP,US,LA,KLFT,30.205,-91.988,12.8,1956-01-01,1959-01-01
999999,13978,GREENWOOD MUNICIPAL AP,US,MS,KGWO,33.496,-90.087,40.5,1953-01-01,1955-01-01
999999,13981,CHANUTE MARTIN JOHNSON AP,US,KS,KCNU,37.67,-95.484,308.2,1953-01-01,1965-01-01
999999,13983,COLUMBIA MUNICIPAL AP,US,MO,COU,38.967,-92.367,237.1,1953-01-01,1969-11-01
999999,13984,CONCORDIA BLOSSER MUNI AP,US,KS,KCNK,39.551,-97.651,452.3,1962-06-01,1972-12-31
999999,13985,DODGE CITY MUNICIPAL ARPT,US,KS,KDDC,37.769,-99.968,790,1953-01-01,1972-12-31
999999,13987,JOPLIN MUNICIPAL AP,US,MO,KJLN,37.147,-94.502,300.2,1953-01-01,1955-01-01
999999,13988,KANSAS CITY MUNICIPAL AP,US,MO,KMKC,39.121,-94.597,228.6,1965-01-01,1972-10-01
999999,13989,EMPORIA MUNICIPAL AP,US,KS,KEMP,38.329,-96.195,367.6,1953-01-01,1955-01-01
999999,13993,ST JOSEPH WBO,US,MO,KSTJ,39.774,-94.923,249.3,1953-01-01,1972-12-31
999999,13994,ST LOUIS LAMBERT INT'L ARPT,US,MO,KSTL,38.753,-90.374,216.4,1953-01-01,1972-12-31
999999,13995,SPRINGFIELD MUNICIPAL ARPT,US,MO,KSGF,37.24,-93.39,387.1,1953-01-01,1972-12-31
999999,13996,TOPEKA MUNICIPAL AP,US,KS,KTOP,39.073,-95.626,269.7,1953-01-01,1972-12-31
999999,13997,VICHY ROLLA NATL ARPT,US,MO,KVIH,38.131,-91.768,346.6,1953-01-01,1965-01-01
999999,13998,WICHITA,US,KS,NA,37.683,-97.35,387.1,1953-01-01,1954-01-01
999999,14601,DOW AFB,US,ME,BGR,44.8,-68.817,52.1,1953-01-01,1971-01-01
999999,14605,AUGUSTA AIRPORT,US,ME,KAUG,44.316,-69.797,109.7,1953-01-01,1955-01-01
999999,14606,BANGOR AIRPORT,US,ME,KBGR,44.798,-68.819,58.5,1972-02-01,1972-12-31
999999,14607,CARIBOU MUNICIPAL ARPT,US,ME,KCAR,46.871,-68.017,190.2,1953-01-01,1972-12-31
999999,14610,MILLINOCKET MUNICIPAL AP,US,ME,KMLT,45.648,-68.693,122.5,1953-01-01,1965-01-01
999999,14611,BRUNSWICK NAS,US,ME,KNHZ,43.9,-69.933,22.9,1971-01-01,1972-12-31
999999,14622,OLD TOWN FAA AIRPORT,US,ME,KOLD,44.95,-68.667,41.1,1953-01-01,1972-02-01
999999,14623,LORING AFB,US,ME,KLIZ,46.95,-67.883,221,1971-01-01,1971-01-01
999999,14657,GEORGES SHOALS AFS,US,MA,NA,41.683,-67.783,25.9,1956-03-12,1963-06-25
999999,14658,NANTUCKET SHOALS AFS,US,MA,NA,41.017,-69.5,27.1,1957-04-10,1963-06-25
999999,14697,CUTLER,US,ME,NA,44.633,-67.283,25.9,1980-03-01,1980-12-31
999999,14707,GROTON AAF,US,CT,KGON,41.328,-72.049,3,1956-01-01,1963-12-31
999999,14708,HEMPSTEAD MITCHELL FLD AFB,US,NY,NA,40.733,-73.6,38.1,1953-01-01,1961-04-16
999999,14710,MANCHESTER MUNICIPAL AP,US,NH,KMHT,42.933,-71.438,70.7,1953-01-01,1968-06-24
999999,14732,NEW YORK LAGUARDIA ARPT,US,NY,KLGA,40.779,-73.88,9.4,1953-01-01,1972-12-31
999999,14733,BUFFALO BUFFALO ARPT,US,NY,KBUF,42.941,-78.736,214.9,1972-01-01,1972-12-31
999999,14734,NEWARK INTERNATIONAL ARPT,US,NJ,KEWR,40.683,-74.169,9.1,1953-01-01,1972-12-31
999999,14735,ALBANY COUNTY AP,US,NY,KALB,42.743,-73.809,89,1965-01-01,1972-12-31
999999,14736,ALTOONA BLAIR CO ARPT,US,PA,KAOO,40.296,-78.32,447.8,1953-01-01,1955-01-01
999999,14737,ALLENTOWN BETHLEHEM-EASTON AR,US,PA,KABE,40.651,-75.449,117.3,1953-01-01,1972-12-31
999999,14740,HARTFORD BRADLEY INTL AP,US,CT,KBDL,41.938,-72.683,54.6,1953-01-01,1972-12-31
999999,14741,BROOKVILLE FAA AP,US,PA,NA,41.15,-79.1,427,1953-01-01,1959-01-01
999999,14742,BURLNGTN ETAN ALN AP,US,VT,KBTV,44.468,-73.15,103.6,1965-01-01,1972-12-31
999999,14745,CONCORD MUNICIPAL ARPT,US,NH,KCON,43.195,-71.501,105.5,1953-01-01,1972-12-31
999999,14747,DUNKIRK CHAUTAUQUA CO AP,US,NY,KDKK,42.493,-79.272,211.2,1953-01-01,1954-01-01
999999,14748,ELMIRA AIRPORT,US,NY,KELM,42.159,-76.892,290.8,1953-01-01,1955-01-01
999999,14750,GLENS FALLS AP,US,NY,KGFL,43.35,-73.617,101.5,1953-01-01,1955-01-01
999999,14751,HARRISBURG STATE ARPT,US,PA,KCXY,40.217,-76.851,105.8,1965-01-01,1972-12-31
999999,14752,HARTFORD BRAINARD FD,US,CT,KHFD,41.736,-72.651,5.8,1953-01-01,1954-08-10
999999,14753,BLUE HILL OBSERVATORY,US,MA,NA,42.212,-71.114,190.5,1998-10-01,1999-12-31
999999,14756,NANTUCKET MEMORIAL AP,US,MA,KACK,41.253,-70.061,14.3,1953-01-01,1972-12-31
999999,14757,POUGHKEEPSIE DUTCHESS CO AP,US,NY,KPOU,41.627,-73.884,49.4,1953-01-01,1955-01-01
999999,14758,NEW HAVEN TWEED AIRPORT,US,CT,KHVN,41.264,-72.887,4,1953-01-01,1969-06-01
999999,14760,PARK PLACE 1 NW WB,US,PA,PKL,40.85,-76.117,591,1953-01-01,1954-06-10
999999,14761,PHILIPSBURG MID-STATE ARPT,US,PA,KPSB,40.9,-78.083,593.8,1953-01-01,2004-12-31
999999,14763,PITTSFIELD MUNICIPAL AP,US,MA,KPSF,42.427,-73.289,363.9,1953-01-01,2004-12-31
999999,14764,PORTLAND INTL JETPORT,US,ME,KPWM,43.65,-70.3,19.2,1953-01-01,1972-12-31
999999,14765,PROVIDENCE T F GREEN ARPT,US,RI,KPVD,41.722,-71.433,18.9,1953-01-01,1972-12-31
999999,14768,ROCHESTER MONROE CO ARPT,US,NY,KROC,43.117,-77.677,169.2,1953-01-01,1972-12-31
999999,14770,SELINSGROVE PENN VALLEY AP,US,PA,KSEG,40.821,-76.864,137.2,1953-01-01,1955-01-01
999999,14771,SYRACUSE MUNICIPL AP,US,NY,KSYR,43.111,-76.104,127.1,1965-01-01,1972-12-31
999999,14776,LEBANON MUNICIPAL,US,NH,KLEB,43.626,-72.305,173.7,1953-01-01,1959-01-01
999999,14777,WILKES-BARRE SCRANTON AP,US,PA,KAVP,41.334,-75.727,293.2,1953-01-01,1972-12-31
999999,14778,WILLIAMSPORT-LYCOMING COUNTY,US,PA,KIPT,41.243,-76.922,160,1953-01-01,1972-12-31
999999,14780,LAKEHURST NAS,US,NJ,KNEL,40.033,-74.35,31.4,1953-01-01,1972-12-31
999999,14786,NEW YORK FLOYD BENNE,US,NY,NSC,40.583,-73.883,4.9,1953-01-01,1970-11-01
999999,14788,QUONSET POINT NAS,US,RI,NA,41.583,-71.417,9.1,1953-01-01,1974-04-05
999999,14789,SQUANTUM NAS,US,MA,NA,42.267,-71.033,4.9,1953-01-01,1953-12-20
999999,14790,SOUTH WEYMOUTH NAS,US,MA,KNZW,42.15,-70.933,49.4,1954-01-19,2004-12-31
999999,14793,WILLOW GROVE NAS,US,PA,KNXX,40.2,-75.15,110.3,1953-01-01,1972-12-01
999999,14797,BEAR MOUNTAIN WB,US,NY,NA,41.317,-74,396.8,1953-01-01,1953-05-15
999999,14808,OSCODA WURTSMITH AAF,US,MI,KOSC,44.45,-83.4,193.2,1971-01-01,1971-01-01
999999,14810,PARK RIDGE AF,US,IL,NA,41.983,-87.9,203,1953-01-01,1958-11-01
999999,14815,BATTLE CREEK KELLOGG AP,US,MI,KBTL,42.308,-85.251,286.2,1953-01-01,1955-01-01
999999,14816,BRADFORD,US,IL,BDF,41.233,-89.617,242,1953-01-01,1955-01-01
999999,14817,CADILLAC WEXFORD CO AP,US,MI,KCAD,44.283,-85.417,398.4,1953-01-01,1955-01-01
999999,14819,CHICAGO MIDWAY AP,US,IL,KMDW,41.786,-87.752,188.4,1953-01-01,1972-12-31
999999,14820,CLEVELAND HOPKINS INTL AP,US,OH,KCLE,41.405,-81.853,245.4,1953-01-01,1972-12-31
999999,14821,COLUMBUS MUNICIPAL ARPT,US,OH,KCMH,39.991,-82.881,248.7,1956-01-01,1972-12-31
999999,14822,DETROIT CITY AIRPORT,US,MI,KDET,42.409,-83.01,190.8,1953-01-01,1972-12-31
999999,14825,FINDLAY AIRPORT,US,OH,KFDY,41.014,-83.669,247.5,1953-01-01,1955-01-01
999999,14826,FLINT BISHOP ARPT,US,MI,KFNT,42.967,-83.749,233.5,1953-01-01,1972-12-31
999999,14827,FORT WAYNE CITY,US,IN,KFWA,40.971,-85.206,252.4,1965-01-01,1972-12-31
999999,14828,GLADWIN,US,MI,NA,43.983,-84.483,236.2,1953-01-01,1955-01-01
999999,14829,GOSHEN MUNICIPAL AP,US,IN,KGSH,41.533,-85.783,252.1,1953-01-01,1955-01-01
999999,14830,GRAND RAPIDS,US,MI,NA,42.9,-85.667,213.1,1953-01-01,1963-12-01
999999,14833,JACKSON REYNOLDS FIELD,US,MI,KJXN,42.267,-84.467,310.9,1953-01-01,1955-01-01
999999,14834,JOLIET,US,IL,KJOT,41.5,-88.167,177.1,1953-01-01,1953-03-15
999999,14835,WEST LAFAYETTE PURDUE UNIV AP,US,IN,KLAF,40.412,-86.937,194.2,1953-01-01,1955-01-01
999999,14836,LANSING CAPITAL CITY ARPT,US,MI,KLAN,42.78,-84.579,266.4,1953-01-01,1972-12-31
999999,14837,MADISON TRUAX FIELD,US,WI,KMSN,43.141,-89.345,264,1965-01-01,1972-12-31
999999,14839,MILWAUKEE NB SIDE PO,US,WI,KMKE,42.955,-87.904,211.2,1965-01-01,1972-12-31
999999,14840,MUSKEGON COUNTY ARPT,US,MI,KMKG,43.171,-86.237,192.9,1953-01-01,1972-12-31
999999,14841,PELLSTON EMMET COUNTY AP,US,MI,KPLN,45.564,-84.793,217.9,1953-01-01,1955-01-01
999999,14842,PEORIA GREATER PEORIA AP,US,IL,KPIA,40.668,-89.684,201.8,1953-01-01,1972-12-31
999999,14845,SAGINAW TRI CITY INTL AP,US,MI,KMBS,43.533,-84.08,204.2,1953-01-01,1965-01-01
999999,14848,SOUTH BEND ST JOSEPH CO ARPT,US,IN,KSBN,41.707,-86.316,235.6,1953-01-01,1972-12-31
999999,14849,TOLEDO WBAS,US,OH,NA,41.567,-83.467,193.9,1953-01-01,1955-01-12
999999,14850,TRAVERSE CITY CHERRY CAPITAL,US,MI,KTVC,44.741,-85.583,192,1953-01-01,1972-12-31
999999,14851,MARQUETTE K I SAWYER AP,US,MI,NA,46.35,-87.4,360,1953-01-01,1955-11-30
999999,14852,YOUNGSTOWN MUNICIPAL ARPT,US,OH,KYNG,41.254,-80.674,361.5,1965-01-01,1972-12-31
999999,14853,DETROIT WILLOW RUN AP,US,MI,KYIP,42.233,-83.533,218.2,1953-01-01,1968-10-01
999999,14855,NAVAL AIR STATION,US,IL,NA,42.083,-87.833,196.9,1953-01-01,2003-12-31
999999,14856,GROSSE ILE NAS,US,MI,NFB,42.1,-83.167,180.1,1953-01-01,1969-10-01
999999,14858,HANCOCK HOUGHTON CO AP,US,MI,KCMX,47.169,-88.489,328.9,1953-01-01,1965-01-01
999999,14859,GRAND MARAIS 2 E,US,MI,NA,46.667,-85.95,190.2,1953-01-01,1955-01-01
999999,14860,ERIE INTERNATIONAL AP,US,PA,KERI,42.08,-80.183,224.6,1953-01-01,1972-12-31
999999,14891,MANSFIELD LAHM AP,US,OH,KMFD,40.82,-82.518,399.9,1955-01-01,1972-12-31
999999,14894,WHEELING OHIO COUNTY AP,US,WV,KHLG,40.176,-80.647,364.2,1953-01-01,1953-08-14
999999,14895,AKRON AKRON-CANTON AIRPORT,US,OH,KCAK,40.917,-81.433,376.7,1953-01-01,1972-12-31
999999,14896,AKRON NAS,US,OH,NA,41.033,-81.483,323.1,1953-01-01,1957-11-30
999999,14897,WAUSAU MUNICIPAL ARPT,US,WI,KAUW,44.929,-89.628,364.5,1953-01-01,1965-01-01
999999,14898,GREEN BAY AUSTIN STRAUBEL FIE,US,WI,KGRB,44.479,-88.137,214,1965-01-01,1972-12-31
999999,14904,LINCOLN AFB,US,NE,LNK,40.85,-96.767,356,1954-07-01,1964-06-15
999999,14910,ALEXANDRIA MUNICIPAL AP,US,MN,KAXN,45.868,-95.394,436.2,1953-01-01,1955-01-01
999999,14913,DULUTH WILLIAMSN-JOHNSN MUNI,US,MN,KDLH,46.837,-92.183,431.9,1965-01-01,1972-12-31
999999,14914,FARGO HECTOR ARPT,US,ND,KFAR,46.925,-96.811,274,1965-01-01,1972-12-31
999999,14916,GRAND FORKS INTERNATIONAL AP,US,ND,KGFK,47.943,-97.184,253.6,1953-01-01,1959-01-01
999999,14918,INTERNATIONAL FALLS INTL AP,US,MN,KINL,48.561,-93.398,360.6,1953-01-01,1972-12-31
999999,14919,JAMESTOWN MUNICIPAL ARPT,US,ND,KJMS,46.926,-98.669,455.4,1953-01-01,1955-01-01
999999,14920,LA CROSSE MUNI AP,US,WI,KLSE,43.879,-91.253,199.9,1965-01-01,1972-12-31
999999,14921,LONE ROCK FAA AP,US,WI,KLNR,43.212,-90.181,219.8,1953-01-01,1955-01-01
999999,14922,MINNEAPOLIS-ST PAUL WOLD-CHAM,US,MN,KMSP,44.883,-93.229,255.4,1965-01-01,1972-12-31
999999,14923,MOLINE QUAD CITY ARPT,US,IL,KMLI,41.465,-90.523,181.1,1953-01-01,1972-12-31
999999,14925,ROCHESTER MUNICIPAL ARPT,US,MN,KRST,43.904,-92.492,402.3,1953-01-01,1972-12-31
999999,14926,ST CLOUD MUNICIPAL ARPT,US,MN,KSTC,45.543,-94.051,312.1,1953-01-01,1972-12-31
999999,14927,ST PAUL DOWNTOWN AP,US,MN,KSTP,44.932,-93.056,216.7,1953-01-01,1953-06-01
999999,14929,ABERDEEN MUNICIPAL ARPT,US,SD,KABR,45.443,-98.413,396.2,1953-01-01,1972-12-31
999999,14931,BURLINGTON MUNICIPAL AP,US,IA,KBRL,40.783,-91.125,214,1953-01-01,1972-12-31
999999,14933,DES MOINES MUNICIPAL ARPT,US,IA,KDSM,41.534,-93.653,293.5,1953-01-01,1972-12-31
999999,14935,GRAND ISLAND ARPT,US,NE,KGRI,40.961,-98.314,565.7,1953-01-01,1972-12-31
999999,14936,HURON MUNICIPAL ARPT,US,SD,KHON,44.398,-98.223,392.9,1953-01-01,1972-12-31
999999,14937,IOWA CITY MUNICIPAL AP,US,IA,KIOW,41.633,-91.543,203.6,1953-01-01,1996-12-31
999999,14938,KIRKSVILLE CANNON MEMORIAL AP,US,MO,KIRK,40.097,-92.543,294.1,1953-01-01,1955-01-01
999999,14939,LINCOLN AIR BASE,US,NE,KLNK,40.851,-96.748,362.4,1953-01-01,1972-12-31
999999,14940,MASON CITY MUNICIPAL ARPT,US,IA,KMCW,43.154,-93.327,373.4,1953-01-01,1972-12-31
999999,14941,NORFOLK KARL STEFAN MEM ARPT,US,NE,KOFK,41.986,-97.435,472.7,1953-01-01,1972-12-31
999999,14942,OMAHA EPPLEY AIRFIELD,US,NE,KOMA,41.31,-95.899,299.3,1953-01-01,1972-12-31
999999,14943,SIOUX CITY MUNICIPAL ARPT,US,IA,KSUX,42.391,-96.379,336.2,1953-01-01,1972-12-31
999999,14944,SIOUX FALLS FOSS FLD,US,SD,KFSD,43.578,-96.754,434.9,1953-01-01,1972-12-31
999999,14947,MINNEAPOLIS NAS,US,MN,MSP,44.883,-93.217,255.1,1953-01-01,1961-12-31
999999,14950,OTTUMWA INDUSTRIAL AP,US,IA,KOTM,41.108,-92.447,257.6,1953-01-01,1955-01-01
999999,14991,EAU CLAIRE MUNICIPAL AP,US,WI,KEAU,44.867,-91.488,272.8,1953-01-01,1972-12-31
999999,14994,LEXINGTON,US,NE,KLXN,40.789,-99.771,735.5,1953-01-01,2004-12-31
999999,14995,GRANTSBURG,US,WI,NA,45.767,-92.667,274.9,1953-01-01,1955-01-01
999999,15015,CHELVESTON,UK,NA,NA,52.3,0.533,92,1956-06-01,1964-02-29
999999,15027,WARRINGTON,UK,NA,NA,53.383,-2.65,27.1,1953-01-01,1959-04-30
999999,15033,HUNTINGTON,UK,NA,EGWZ,52.367,0.217,49.1,1955-09-09,1967-12-31
999999,15040,GREENHAM,UK,NA,EGVI,51.383,-1.283,125,1955-10-01,1964-06-02
999999,15042,BRUNTINGTHORPE,UK,NA,NA,52.467,-1.117,150.9,1957-07-01,1962-08-24
999999,15620,SAGLEK,CA,NA,NA,58.483,-62.65,18,1953-12-05,1960-06-30
999999,16201,KEFLAVIK,IC,NA,BIKF,63.967,-22.6,50,1972-01-01,1972-12-31
999999,16407,SIMIUTAK,GL,NA,NA,60.683,-46.533,61.9,1953-01-01,1957-07-01
999999,17503,CAMP TUTO SITE 2,GL,NA,NA,76.983,-56.067,124.1,1958-06-17,1960-08-24
999999,17605,THULE OP SITE,GL,NA,BGTL,76.517,-68.833,77.1,1953-01-01,1971-01-01
999999,17611,CAMP TUTO ICECAP STA,GL,NA,NA,76.417,-68.317,488,1957-06-01,1965-08-01
999999,17612,CAMP TUTO ICECAP ST,GL,NA,NA,76.417,-68.25,579.1,1957-06-01,1958-09-13
999999,17614,CAMP TUTO ICECAP STA,GL,NA,NA,76.4,-68.133,750.1,1957-06-01,1960-09-08
999999,17615,CAMP CENTURY,GL,NA,NA,77.167,-61.133,305.1,1961-01-01,1965-08-13
999999,17617,CAMP TUTO EAST ASC S,GL,NA,NA,76.383,-67.917,701,1960-11-01,1963-09-01
999999,21504,HILO INTERNATIONAL AP,US,HI,PHTO,19.719,-155.053,11,1953-01-01,1972-12-31
999999,21514,MAUNA LOA 5 NNE,US,HI,NA,19.535,-155.576,3407.4,2005-09-27,2018-06-17
999999,21515,HILO 5 S,US,HI,NA,19.645,-155.083,189.6,2005-09-27,2018-06-17
999999,21601,JOHNSTON ISLAND,PN,NA,NA,16.733,-169.517,4.9,1953-01-01,1958-10-19
999999,21603,JOHNSTON IS WSO AP,PN,JQ,PJON,16.733,-169.517,5.2,1958-10-20,1972-12-31
999999,22001,DEL RIO LAUGHLIN AAF,US,TX,KDLF,29.367,-100.783,329.5,1971-01-01,1971-01-01
999999,22016,PANTHER JUNCTION 2 N,US,TX,NA,29.348,-103.209,1065,2007-02-24,2018-06-17
999999,22501,BARKING SANDS,US,HI,PHBK,22.033,-159.783,3.7,1972-01-01,1972-12-31
999999,22508,WHEELER AFB 810.1,US,HI,PHHI,21.487,-158.028,255.1,1971-01-01,1971-01-01
999999,22514,BARBERS POINT,US,HI,PHNA,21.317,-158.067,15.2,1953-01-01,2000-11-01
999999,22519,KANEOHE BAY MCAS,US,HI,PHNG,21.45,-157.783,5.5,1953-01-01,1972-12-31
999999,22525,PUUNENE CAA AP,US,HI,NA,20.833,-156.467,39.9,1953-01-01,1958-12-20
999999,22536,LIHUE AIRPORT,US,HI,PHLI,21.984,-159.341,45.1,1953-01-01,1972-12-31
999999,23012,DENVER LOWRY AFB,US,CO,LRY,39.717,-104.9,1645,1953-01-01,1966-07-01
999999,23017,SAN ANGELO GOODFELLOW AFB,US,TX,GOF,31.4,-100.4,573,1953-01-01,1958-08-29
999999,23019,BIGGS AFB,US,TX,BIF,31.833,-106.4,1196,1953-01-01,1966-05-01
999999,23036,AURORA BUCKLEY FIELD ANGB,US,CO,KBKF,39.717,-104.75,1725.8,1971-01-01,1971-01-01
999999,23042,LUBBOCK WEST TEXAS AIR TERMIN,US,TX,KLBB,33.666,-101.823,987.9,1965-01-01,1972-12-31
999999,23043,ROSWELL MUNI AP,US,NM,RNM,33.4,-104.533,1106.1,1953-01-01,1969-01-15
999999,23044,EL PASO MUNICIPAL ARPT,US,TX,KELP,31.811,-106.376,1193.6,1967-01-01,1971-12-31
999999,23048,TUCUMCARI FAA AP,US,NM,KTCC,35.182,-103.603,1231.1,1964-01-01,1971-12-31
999999,23050,ALBUQUERQUE MUNICIPAL ARPT,US,NM,KABQ,35.042,-106.616,1619.7,1971-01-01,1972-12-31
999999,23051,CLAYTON MUNICIPAL AIRPARK,US,NM,KCAO,36.449,-103.154,1515.5,1953-01-01,1972-12-31
999999,23052,RATON MUNICIPAL CREWS FIELD A,US,NM,KRTN,36.741,-104.502,1935.2,1953-01-01,1968-11-29
999999,23056,OTTO FAA AP,US,NM,NA,35.083,-106.017,1900.1,1953-01-01,1955-01-01
999999,23057,ACOMITA FAA AP,US,NM,NA,35.05,-107.717,2007.1,1953-01-01,1953-04-29
999999,23058,COLUMBUS,US,NM,NA,31.833,-107.633,1239,1953-01-01,1955-01-01
